2.1M	TEMP.ISPEC_210603073637_SPEC_L3
 65K	TEMP.ISPEC_210603073837_SPEC_T8B
 65K	TEMP.ISPEC_210603075424_SPEC_L5
 65K	TEMP.ISPEC_210603075441_SPEC_F6
114K	TEMP.ISPEC_210603075512_SPEC_L6
 65K	TEMP.ISPEC_210603075727_SPEC_F3
 65K	TEMP.ISPEC_210603075737_SPEC_L7
 65K	TEMP.ISPEC_210603075740_SPEC_LU
 65K	TEMP.ISPEC_210603075743_SPEC_LT6
 65K	TEMP.ISPEC_210603075833_SPEC_F2
 65K	TEMP.ISPEC_210603075907_SPEC_F8
 65K	TEMP.ISPEC_210603075922_SPEC_F4
 65K	TEMP.ISPEC_210603080151_SPEC_L1
 65K	TEMP.ISPEC_210603080209_SPEC_FT6
 65K	TEMP.ISPEC_210603080849_SPEC_F8B
 65K	TEMP.ISPEC_210603081254_SPEC_L2
 65K	TEMP.ISPEC_210603081321_SPEC_T3
 65K	TEMP.ISPEC_210603081515_SPEC_T2
 65K	TEMP.ISPEC_210603081738_SPEC_L8
 65K	TEMP.ISPEC_210603082022_SPEC_T7
 65K	TEMP.ISPEC_210603082036_SPEC_T5
 65K	TEMP.ISPEC_210603082216_SPEC_T8B
 65K	TEMP.ISPEC_210603082330_SPEC_F5
 65K	TEMP.ISPEC_210603082356_SPEC_TT6
 65K	TEMP.ISPEC_210603082608_SPEC_T4
 65K	TEMP.ISPEC_210603082911_SPEC_L3
 65K	TEMP.ISPEC_210603083026_SPEC_T4
 65K	TEMP.ISPEC_210603083056_SPEC_L4
 65K	TEMP.ISPEC_210603083202_SPEC_T1
 65K	TEMP.ISPEC_210603083523_SPEC_F4
 65K	TEMP.ISPEC_210603083627_SPEC_T8B
 65K	TEMP.ISPEC_210603083739_SPEC_F2
 65K	TEMP.ISPEC_210603084108_SPEC_F3
 65K	TEMP.ISPEC_210603084108_SPEC_F6
 65K	TEMP.ISPEC_210603084115_SPEC_F5
 65K	TEMP.ISPEC_210603084335_SPEC_LU
 65K	TEMP.ISPEC_210603084346_SPEC_L8
 65K	TEMP.ISPEC_210603084403_SPEC_L7
 65K	TEMP.ISPEC_210603084755_SPEC_F7
140K	TEMP.ISPEC_210603084846_SPEC_L6
508K	TEMP.ISPEC_210603085622_SPEC_T2
 90K	TEMP.ISPEC_SCHEDULE
173M	TEMP.ISPEC_TEST_MQ_SPEC_F8
 65K	TEMP.ISPEC_TEST_MQ_SPEC_F8B
138M	TEMP.ISPEC_TEST_MQ_SPEC_L8
122M	TEMP.ISPEC_TEST_MQ_SPEC_T8
 65K	TEMP.ISPEC_TEST_MQ_SPEC_T8B
146K	TEMP.ISPEC_TEST_SPEC_F8
2.0M	TEMP.ISPEC_TP01_SPEC
674K	TEMP.ISPEC_TP0_SPEC
 65K	TEMP.ISPEC_TP11_MEA_EDC_CNF1
 65K	TEMP.ISPEC_TP11_MEA_EDC_CNF2
 65K	TEMP.ISPEC_TP11_MEA_EDC_CNL1
 65K	TEMP.ISPEC_TP11_MEA_EDC_CNL2
1.9G	TEMP.ISPEC_TP11_MEA_EDC_CNT1
1.8G	TEMP.ISPEC_TP11_MEA_EDC_CNT2
 84G	TEMP.ISPEC_TP11_MEA_EDC_F1
121G	TEMP.ISPEC_TP11_MEA_EDC_F2
834G	TEMP.ISPEC_TP11_MEA_EDC_F3
1.3T	TEMP.ISPEC_TP11_MEA_EDC_F4
1.6T	TEMP.ISPEC_TP11_MEA_EDC_F5
2.7T	TEMP.ISPEC_TP11_MEA_EDC_F6
1.3T	TEMP.ISPEC_TP11_MEA_EDC_F7
743G	TEMP.ISPEC_TP11_MEA_EDC_F8
519G	TEMP.ISPEC_TP11_MEA_EDC_F8B
1.5T	TEMP.ISPEC_TP11_MEA_EDC_FT6
133G	TEMP.ISPEC_TP11_MEA_EDC_L1
 70G	TEMP.ISPEC_TP11_MEA_EDC_L2
548G	TEMP.ISPEC_TP11_MEA_EDC_L3
1.0T	TEMP.ISPEC_TP11_MEA_EDC_L4
858G	TEMP.ISPEC_TP11_MEA_EDC_L5
2.4T	TEMP.ISPEC_TP11_MEA_EDC_L6
459G	TEMP.ISPEC_TP11_MEA_EDC_L7
1.4T	TEMP.ISPEC_TP11_MEA_EDC_L8
 60G	TEMP.ISPEC_TP11_MEA_EDC_L8_B
257G	TEMP.ISPEC_TP11_MEA_EDC_LT6
1.5T	TEMP.ISPEC_TP11_MEA_EDC_LU
157G	TEMP.ISPEC_TP11_MEA_EDC_T1
212G	TEMP.ISPEC_TP11_MEA_EDC_T2
1.4T	TEMP.ISPEC_TP11_MEA_EDC_T3
1.0T	TEMP.ISPEC_TP11_MEA_EDC_T4
2.5T	TEMP.ISPEC_TP11_MEA_EDC_T5
2.6T	TEMP.ISPEC_TP11_MEA_EDC_T6
1.8T	TEMP.ISPEC_TP11_MEA_EDC_T7
1.2T	TEMP.ISPEC_TP11_MEA_EDC_T8
1.9T	TEMP.ISPEC_TP11_MEA_EDC_T8B
1.6T	TEMP.ISPEC_TP11_MEA_EDC_TT6
706K	TEMP.ISPEC_TP11_SUM_F1
564K	TEMP.ISPEC_TP11_SUM_F2
5.9M	TEMP.ISPEC_TP11_SUM_F3
4.6M	TEMP.ISPEC_TP11_SUM_F4
 13M	TEMP.ISPEC_TP11_SUM_F5
 12M	TEMP.ISPEC_TP11_SUM_F6
5.3M	TEMP.ISPEC_TP11_SUM_F7
5.5M	TEMP.ISPEC_TP11_SUM_F8
2.2M	TEMP.ISPEC_TP11_SUM_F8B
7.4M	TEMP.ISPEC_TP11_SUM_FT6
826K	TEMP.ISPEC_TP11_SUM_L1
724K	TEMP.ISPEC_TP11_SUM_L2
2.6M	TEMP.ISPEC_TP11_SUM_L3
5.5M	TEMP.ISPEC_TP11_SUM_L4
5.1M	TEMP.ISPEC_TP11_SUM_L5
4.3M	TEMP.ISPEC_TP11_SUM_L6
2.1M	TEMP.ISPEC_TP11_SUM_L7
5.6M	TEMP.ISPEC_TP11_SUM_L8
 65K	TEMP.ISPEC_TP11_SUM_L8_B
2.5M	TEMP.ISPEC_TP11_SUM_LT6
2.7M	TEMP.ISPEC_TP11_SUM_LU
978K	TEMP.ISPEC_TP11_SUM_T1
2.4M	TEMP.ISPEC_TP11_SUM_T2
6.0M	TEMP.ISPEC_TP11_SUM_T3
7.6M	TEMP.ISPEC_TP11_SUM_T4
6.9M	TEMP.ISPEC_TP11_SUM_T5
7.4M	TEMP.ISPEC_TP11_SUM_T6
 12M	TEMP.ISPEC_TP11_SUM_T7
3.5M	TEMP.ISPEC_TP11_SUM_T8
6.6M	TEMP.ISPEC_TP11_SUM_T8B
 13M	TEMP.ISPEC_TP11_SUM_TT6
 27G	TEMP.ISPEC_TP1_MEA_EDC_F8
3.1M	TEMP.ISPEC_TP1_SPEC
 68M	TEMP.MESSAGE_EXCH_POOL
 65K	TEMP.RTQCS_210413171426_DCIC_T8
 65K	TEMP.RTQCS_210414171557_DCIC_T8
 65K	TEMP.RTQCS_210415171516_DCIC_T8
 65K	TEMP.RTQCS_210416171557_DCIC_T8
 65K	TEMP.RTQCS_210417171633_DCIC_T8
 65K	TEMP.RTQCS_210418171517_DCIC_T8
162K	TEMP.RTQCS_210419171622_DCIC_T8
 65K	TEMP.RTQCS_210420171508_DCIC_T8
 65K	TEMP.RTQCS_210421171527_DCIC_T8
 65K	TEMP.RTQCS_210422171505_DCIC_T8
 65K	TEMP.RTQCS_210423171458_DCIC_T8
 65K	TEMP.RTQCS_210424171513_DCIC_T8
 65K	TEMP.RTQCS_210425171434_DCIC_T8
162K	TEMP.RTQCS_210426171518_DCIC_T8
 65K	TEMP.RTQCS_210427171427_DCIC_T8
 65K	TEMP.RTQCS_210504171504_DCIC_T8
162K	TEMP.RTQCS_210510171514_DCIC_T8
 65K	TEMP.RTQCS_210511192412_DCIC_T8
 65K	TEMP.RTQCS_210512171457_DCIC_T8
 65K	TEMP.RTQCS_210513171430_DCIC_T8
 65K	TEMP.RTQCS_210514171516_DCIC_T8
 65K	TEMP.RTQCS_210515171433_DCIC_T8
 65K	TEMP.RTQCS_210516171419_DCIC_T8
162K	TEMP.RTQCS_210517171444_DCIC_T8
 65K	TEMP.RTQCS_210518183342_DCIC_T8
162K	TEMP.RTQCS_210524171430_DCIC_T8
 65K	TEMP.RTQCS_210525171500_DCIC_T8
 65K	TEMP.RTQCS_210526183533_DCIC_T8
 65K	TEMP.RTQCS_210528004259_DCIC_T8
 65K	TEMP.RTQCS_210528004554_DCIC_T8
 65K	TEMP.RTQCS_210530004255_DCIC_T8
 65K	TEMP.RTQCS_210531004305_DCIC_T8
186K	TEMP.RTQCS_210601004321_DCIC_T8
746K	TEMP.SPEC
754K	TEMP.SPEC_HIS
154K	TEMP.T
154K	TEMP.TEST_CODE_F8
1.4M	TEMP.TEST_EFF
 90K	TEMP.TEST_UPSERT
129K	TTEMP.ISPEC_TP11_MEA_EDC_F8_SQL
1.3M	TTEMP.MQ_MSG_CURR
1.5G	TestTable
 61T	total
